713962233,0,55,F,3,mestrado,casado,menos que $40K,blue,6,2,3035.78,1877.05,37
785432733,0,42,F,4,ensino medio,casado,menos que $40K,gold,2,3,15433.35,966.8,22
715190283,0,57,F,1,mestrado,na,$40K - $60K,blue,3,3,3672.19,1464.46,28
708300483,1,66,F,0,doutorado,casado,na,blue,5,4,7882.47,704.78,16
827111283,0,45,M,3,mestrado,solteiro,$80K - $120K,blue,2,2,32426.29,1109.51,28
758551608,0,51,M,2,na,casado,$40K - $60K,blue,4,1,6205.02,1347.47,28
773146383,0,50,F,1,graduacao,solteiro,$40K - $60K,silver,3,2,17304.68,1756.0,33
778493808,0,49,M,3,ensino medio,casado,$60K - $80K,blue,5,2,3906.4,1756.49,32
720572508,0,38,F,4,mestrado,solteiro,na,blue,2,3,9830.13,1042.8,23
712661433,0,49,M,4,sem educacao formal,solteiro,$80K - $120K,blue,3,2,34516.07,1444.77,28
789172683,0,56,M,2,doutorado,casado,$60K - $80K,blue,6,2,2283.59,1741.52,27
738406533,0,59,M,1,doutorado,casado,$40K - $60K,blue,3,2,2548.58,1719.18,27
799723908,0,46,M,3,ensino medio,casado,$80K - $120K,blue,4,3,19458.61,1217.71,27
771490833,0,52,M,1,graduacao,solteiro,$80K - $120K,blue,5,1,4745.36,1140.09,40
720756708,0,52,F,3,na,casado,menos que $40K,blue,6,3,2622.45,1878.14,30
779471883,1,54,F,1,mestrado,casado,menos que $40K,blue,2,3,1438.08,705.59,19
711525033,0,66,F,0,ensino medio,casado,menos que $40K,blue,3,4,3171.17,1946.81,38
712813458,0,49,M,2,na,casado,$120K +,blue,4,2,19763.65,1414.42,35
714374133,1,56,M,2,mestrado,casado,$120K +,blue,1,3,15769.34,602.6,15
717891558,0,49,F,4,mestrado,na,menos que $40K,blue,6,4,3298.68,1052.4,32
716632758,0,49,F,3,mestrado,solteiro,menos que $40K,blue,2,2,2802.32,1295.77,40
768563658,0,56,M,2,sem educacao formal,casado,$40K - $60K,blue,4,2,4458.72,1424.23,29
711427458,0,44,F,5,mestrado,casado,na,blue,4,1,6273.36,1359.02,25
714091983,0,42,M,2,ensino medio,solteiro,$60K - $80K,blue,4,4,3336.16,1168.25,27
787584108,0,55,M,3,na,casado,$80K - $120K,blue,4,2,3436.88,1097.15,33
712030833,1,48,M,2,mestrado,casado,$60K - $80K,silver,2,4,34516.6,691.1,15
711481533,0,39,M,1,ensino medio,divorciado,$60K - $80K,blue,5,3,5926.84,1316.35,28
710082708,0,44,M,4,doutorado,solteiro,$120K +,blue,2,4,23957.43,1276.73,26
708155733,0,53,M,2,ensino medio,solteiro,$120K +,blue,4,2,14734.78,1289.07,23
788979258,0,51,M,4,sem educacao formal,solteiro,$80K - $120K,silver,4,1,34516.43,1293.87,32
807986133,0,57,M,2,graduacao,casado,$60K - $80K,blue,5,3,6585.0,1353.02,35
788730933,0,44,F,2,sem educacao formal,solteiro,menos que $40K,blue,6,3,2084.4,1132.88,28
711314058,0,49,M,2,mestrado,casado,$60K - $80K,blue,2,2,1687.32,1670.43,17
717975333,0,50,M,2,doutorado,casado,$80K - $120K,blue,6,2,25300.81,837.74,15
715971108,0,51,M,4,mestrado,solteiro,$120K +,blue,3,2,34516.09,1550.71,41
720096558,0,55,F,2,mestrado,casado,menos que $40K,blue,5,3,2216.16,1540.51,36
719580033,0,54,M,1,mestrado,na,$60K - $80K,blue,4,2,2910.05,1256.06,21
820582308,0,42,M,5,sem educacao formal,casado,$80K - $120K,blue,6,2,22913.54,1394.75,35
789973308,0,44,M,1,graduacao,solteiro,$60K - $80K,blue,3,3,24312.55,1341.81,24
712876233,0,53,M,2,mestrado,solteiro,$80K - $120K,blue,5,3,5272.7,1289.65,33
804595158,0,44,F,4,mestrado,solteiro,menos que $40K,blue,6,4,7000.35,1112.55,23
714826758,0,37,F,3,sem educacao formal,solteiro,menos que $40K,blue,4,4,7038.51,2339.31,57
779058108,0,49,M,3,mestrado,divorciado,$60K - $80K,blue,6,1,2536.0,1468.07,23
710790258,0,47,M,2,mestrado,casado,$80K - $120K,blue,6,3,28904.11,1334.19,35
715623483,0,47,M,3,mestrado,casado,$60K - $80K,blue,4,4,8567.99,1457.17,41
715156383,0,44,M,1,na,na,$120K +,blue,6,2,34516.95,1603.72,29
711013983,1,55,F,4,na,casado,$40K - $60K,blue,2,4,2158.57,615.02,12
755420433,0,59,F,1,mestrado,casado,na,blue,2,3,10133.91,1068.99,20
794543958,0,53,M,1,mestrado,divorciado,$80K - $120K,blue,5,4,34516.4,1590.14,27
716396358,0,52,M,2,mestrado,casado,$60K - $80K,blue,5,3,3085.37,1531.13,35
715398033,0,53,M,2,ensino medio,solteiro,$120K +,blue,4,2,19040.89,1212.09,31
711743883,0,43,F,3,sem educacao formal,solteiro,menos que $40K,blue,5,2,4026.73,1237.0,32
719720058,0,44,M,3,ensino medio,solteiro,$60K - $80K,blue,4,3,12756.68,1413.28,14
778992108,0,57,M,2,na,casado,$120K +,blue,5,3,5266.9,1516.81,29
717539808,0,51,F,2,ensino medio,solteiro,menos que $40K,blue,3,2,9930.94,1276.14,21
714070758,0,49,M,4,ensino medio,solteiro,$80K - $120K,blue,4,3,31302.28,1564.29,35
714107958,0,45,M,1,mestrado,solteiro,$40K - $60K,blue,4,4,6576.08,1465.89,34
789140283,0,53,M,0,mestrado,solteiro,$80K - $120K,blue,5,4,2664.65,1286.1,29
715550508,0,45,F,3,na,casado,na,blue,5,1,2535.81,1312.66,20
719712633,0,64,M,1,mestrado,casado,menos que $40K,blue,6,4,1709.75,1673.96,32
772629333,0,45,M,3,mestrado,casado,$40K - $60K,blue,5,4,3454.88,1313.57,30
720336708,0,53,M,3,doutorado,casado,$40K - $60K,blue,5,3,3789.07,1609.8,42
802013583,0,56,M,3,graduacao,casado,$120K +,blue,3,2,9689.42,1158.65,19
711887583,1,47,M,2,na,casado,$80K - $120K,blue,2,3,5449.1,836.55,18
714778833,0,49,F,3,graduacao,solteiro,na,blue,4,4,23032.31,1289.53,22
713843283,0,41,F,3,na,casado,na,silver,5,3,34516.81,1487.1,26
779155158,0,53,M,3,mestrado,casado,$120K +,blue,6,2,2940.23,1259.6,33
721091583,0,44,F,2,mestrado,solteiro,menos que $40K,blue,3,3,3031.74,1298.42,15
713572683,0,44,M,3,ensino medio,na,$60K - $80K,blue,3,3,1862.88,1226.76,34
716657058,0,43,F,4,doutorado,casado,menos que $40K,blue,2,3,8358.36,1566.92,37
779509983,0,53,M,2,doutorado,solteiro,$120K +,blue,6,1,34516.7,1022.13,21
717929133,0,44,M,1,sem educacao formal,casado,$60K - $80K,blue,5,2,14450.88,1235.89,30
808284783,0,62,F,1,na,casado,menos que $40K,blue,6,0,1438.56,1951.32,44
708476808,0,54,M,4,na,divorciado,$120K +,blue,6,3,33791.17,1047.44,31
710916408,0,57,M,4,mestrado,casado,$60K - $80K,blue,4,3,8466.12,1342.04,32
708492558,0,42,M,3,na,casado,$60K - $80K,blue,5,3,15088.39,1107.18,21
799825758,0,42,M,4,ensino medio,divorciado,$60K - $80K,blue,5,1,3263.41,1251.05,35
718619883,0,54,F,0,sem educacao formal,casado,menos que $40K,blue,2,2,1494.38,1305.99,24
711844758,0,48,M,3,mestrado,solteiro,$80K - $120K,blue,6,1,13551.14,1388.92,37
714798783,0,49,M,1,mestrado,solteiro,$80K - $120K,blue,6,2,18886.97,1235.27,18
826762908,0,52,M,3,ensino medio,na,$80K - $120K,blue,3,2,11976.88,2089.21,36
771894558,0,50,M,3,ensino medio,solteiro,$80K - $120K,blue,4,1,9964.79,1626.61,25
721074183,0,49,M,1,doutorado,casado,$60K - $80K,blue,4,6,24159.65,1111.64,24
715259583,0,53,F,2,ensino medio,casado,menos que $40K,blue,3,2,5362.37,1553.57,38
718414008,0,50,M,2,mestrado,solteiro,$120K +,blue,3,2,34516.18,1064.06,13
719666283,0,55,F,1,doutorado,casado,menos que $40K,blue,4,1,3174.61,1243.37,29
714877233,0,53,M,1,ensino medio,casado,$80K - $120K,blue,3,2,12262.61,1659.27,38
785387883,0,47,F,3,ensino medio,solteiro,$40K - $60K,blue,4,3,3788.86,1594.63,47
771075258,0,55,M,2,graduacao,solteiro,$120K +,silver,2,3,34516.86,1268.11,42
711318033,0,47,M,3,mestrado,solteiro,$60K - $80K,blue,4,2,2926.27,1304.88,24
783554958,0,58,M,4,mestrado,solteiro,$120K +,blue,6,1,32090.2,1368.9,30
720201033,1,53,M,2,mestrado,casado,$80K - $120K,blue,3,3,11669.07,720.82,23
718039683,0,52,M,2,ensino medio,solteiro,$40K - $60K,blue,3,1,13532.53,1521.78,29
710806083,0,50,F,1,sem educacao formal,na,menos que $40K,silver,4,2,11888.15,1137.25,30
714752208,0,42,F,1,mestrado,casado,menos que $40K,blue,5,1,2393.25,978.8,16
822063408,0,43,M,4,na,casado,$40K - $60K,blue,5,1,6111.13,1221.48,16
714490308,0,57,M,4,mestrado,casado,$80K - $120K,blue,3,2,19270.57,1566.0,28
713356833,0,52,M,1,mestrado,casado,$80K - $120K,blue,3,1,3710.96,1578.98,34
711402333,0,47,M,2,doutorado,solteiro,menos que $40K,blue,2,1,3235.89,1493.12,32
708296883,0,44,F,3,mestrado,solteiro,$40K - $60K,blue,3,1,11749.97,1178.37,27
719154483,0,53,M,2,ensino medio,divorciado,$60K - $80K,blue,5,3,7753.7,991.23,26
717721458,0,45,M,4,graduacao,divorciado,$60K - $80K,blue,5,1,10408.7,2560.79,42
711112683,0,63,F,1,graduacao,casado,na,blue,6,2,3967.48,1657.84,29
715674483,0,39,F,2,doutorado,solteiro,menos que $40K,blue,4,2,6205.29,1204.63,19
789322833,1,48,F,5,ensino medio,casado,menos que $40K,blue,1,3,8025.36,673.64,18
789968058,0,51,M,1,na,solteiro,$120K +,blue,6,2,9036.63,1131.83,18
709919283,0,54,M,4,mestrado,casado,$80K - $120K,blue,2,3,14926.65,1576.74,25
718744008,0,59,F,1,mestrado,solteiro,menos que $40K,blue,3,2,6335.1,1217.14,20
767712558,1,59,M,1,graduacao,solteiro,$60K - $80K,blue,2,3,14979.44,530.36,10
712950783,1,48,F,4,sem educacao formal,casado,menos que $40K,blue,3,2,2732.31,739.82,16
716104983,0,41,F,2,mestrado,solteiro,menos que $40K,blue,6,3,2250.44,1617.31,31
818839983,0,55,M,2,mestrado,casado,$120K +,blue,3,2,10916.64,1592.13,34
772288758,0,47,F,4,mestrado,casado,na,blue,4,1,5349.05,1343.87,30
712350858,0,41,M,2,ensino medio,casado,$80K - $120K,blue,4,1,9366.58,1303.63,39
711009708,0,40,M,3,ensino medio,solteiro,$80K - $120K,blue,5,1,21617.54,1351.89,22
712720158,0,68,M,1,mestrado,casado,na,blue,5,2,13860.22,1910.36,32
712215258,0,50,F,1,mestrado,solteiro,$40K - $60K,silver,2,2,18386.59,1298.55,22
773827008,0,47,M,4,sem educacao formal,solteiro,$60K - $80K,blue,6,2,2405.01,1087.22,29
795232683,0,53,F,1,graduacao,casado,menos que $40K,blue,4,2,2154.12,1439.28,26
713786508,0,42,F,5,na,casado,$40K - $60K,blue,3,3,2038.4,1238.68,28
713539833,0,48,F,4,ensino medio,solteiro,$40K - $60K,blue,6,1,8135.26,1716.18,29
712454058,0,49,M,1,doutorado,casado,$120K +,blue,6,1,9364.93,1099.88,27
718759833,0,44,F,2,sem educacao formal,casado,na,silver,4,3,32643.83,1058.8,24
718803333,0,43,F,4,mestrado,divorciado,menos que $40K,blue,2,3,3195.43,1285.54,29
720253908,0,56,M,0,ensino medio,casado,$80K - $120K,blue,5,2,2852.61,1651.52,28
714133158,0,59,F,1,graduacao,solteiro,na,blue,2,3,4224.05,1152.5,31
713187033,0,46,M,1,sem educacao formal,casado,$60K - $80K,blue,3,2,20459.84,1767.95,38
714791208,0,47,F,4,na,divorciado,menos que $40K,blue,6,5,3482.22,1039.44,24
772426383,0,50,F,4,sem educacao formal,casado,$40K - $60K,blue,5,2,3065.19,1130.34,28
710975883,0,51,F,3,sem educacao formal,casado,menos que $40K,blue,3,1,2185.8,1645.23,30
714264408,0,47,F,3,sem educacao formal,casado,menos que $40K,blue,4,1,1611.04,1413.06,29
715827858,0,58,F,4,sem educacao formal,casado,menos que $40K,blue,3,3,2822.92,1218.42,23
713741358,1,46,M,5,mestrado,solteiro,$80K - $120K,blue,6,3,32975.61,597.86,17
709531908,0,53,M,3,ensino medio,casado,$60K - $80K,blue,5,2,1438.57,2184.83,53
716493408,0,45,F,4,sem educacao formal,divorciado,na,blue,4,3,15875.61,1592.55,37
714141108,0,52,F,1,ensino medio,casado,menos que $40K,blue,6,3,6703.28,1388.72,28
708953883,1,53,M,2,na,casado,$80K - $120K,blue,2,2,3212.38,757.7,20
712608783,0,50,M,2,ensino medio,casado,$80K - $120K,silver,3,1,34516.22,1504.44,34
820353558,0,41,F,3,ensino medio,casado,$40K - $60K,blue,4,1,9797.65,1503.16,34
714964758,0,45,F,5,mestrado,divorciado,$40K - $60K,blue,5,2,10400.82,1105.44,28
716264358,0,53,M,3,sem educacao formal,casado,$80K - $120K,blue,2,1,26792.84,2398.41,47
717296808,0,67,F,1,mestrado,casado,menos que $40K,blue,4,3,3006.0,1661.15,32
712977183,0,57,F,2,sem educacao formal,solteiro,$40K - $60K,silver,6,3,19482.96,1421.19,22
710829108,0,59,F,1,sem educacao formal,casado,$40K - $60K,blue,4,2,3356.53,999.47,28
779562633,0,45,M,2,sem educacao formal,casado,$40K - $60K,blue,3,2,5771.6,1387.68,18
715315833,0,51,M,3,mestrado,casado,$80K - $120K,blue,6,2,11106.73,1243.58,24
815500983,0,59,F,1,sem educacao formal,casado,menos que $40K,blue,5,3,2890.26,1860.16,36
719360583,0,53,M,1,mestrado,casado,$60K - $80K,blue,6,2,3380.75,1502.84,25
709701558,0,47,M,3,mestrado,casado,$60K - $80K,blue,2,1,21331.23,1460.6,50
721148358,0,49,F,3,sem educacao formal,solteiro,na,blue,6,2,12860.34,1348.22,27
779862408,0,49,M,3,doutorado,solteiro,$80K - $120K,blue,3,1,6278.72,1087.07,33
812627208,0,60,F,0,graduacao,solteiro,menos que $40K,blue,5,1,1439.0,1226.43,33
711033408,0,50,F,2,ensino medio,casado,menos que $40K,blue,5,1,9355.72,1230.97,28
779956608,0,41,F,2,doutorado,casado,na,blue,6,1,20758.33,1555.04,32
780376683,0,57,M,1,mestrado,casado,$80K - $120K,blue,5,3,14612.54,1827.87,24
717912483,0,43,M,4,mestrado,na,$80K - $120K,blue,5,2,27259.32,1376.59,35
714454758,0,57,F,3,mestrado,casado,menos que $40K,blue,4,2,6347.04,1771.54,37
780466533,0,54,M,3,doutorado,casado,$120K +,blue,3,3,21592.49,1873.76,52
715735233,0,51,F,5,doutorado,casado,menos que $40K,blue,5,1,3449.71,1679.81,42
720476733,0,47,F,3,ensino medio,casado,menos que $40K,blue,2,1,6028.25,1002.7,22
715872333,0,41,M,0,ensino medio,na,$120K +,blue,3,2,18214.37,1344.32,21
712375758,0,53,M,3,sem educacao formal,casado,$80K - $120K,blue,3,3,16393.47,1461.96,42
708868233,1,68,M,0,ensino medio,casado,menos que $40K,blue,1,3,1438.72,760.47,21
718030083,0,59,M,1,graduacao,casado,$60K - $80K,blue,4,1,7871.3,1428.62,22
720707283,0,48,M,4,na,casado,$80K - $120K,blue,5,3,5288.56,1777.39,42
771698658,0,44,M,5,mestrado,casado,$60K - $80K,blue,4,5,11376.03,1302.61,27
748326258,0,48,M,3,graduacao,casado,$80K - $120K,blue,4,5,12302.46,1483.6,41
770817783,0,47,M,4,mestrado,casado,$60K - $80K,silver,3,2,34516.23,1060.78,27
779353083,0,47,M,2,mestrado,casado,$60K - $80K,silver,4,2,34516.11,1330.44,32
711441333,0,43,F,1,ensino medio,divorciado,menos que $40K,silver,3,2,10514.17,1229.2,27
719808558,1,55,F,2,mestrado,casado,menos que $40K,blue,2,4,1438.49,886.93,27
711551958,1,59,M,2,doutorado,casado,$60K - $80K,blue,3,3,1438.61,844.25,24
809164083,0,63,M,1,mestrado,casado,$40K - $60K,blue,2,1,2619.5,1450.42,37
820596183,0,58,M,2,graduacao,casado,$120K +,blue,2,3,24407.22,2311.68,48
715999608,0,53,F,2,ensino medio,casado,menos que $40K,blue,4,1,2377.87,1378.54,26
710565408,0,59,M,0,na,na,$80K - $120K,silver,3,2,34516.32,1033.29,26
805543158,0,52,M,3,mestrado,casado,$120K +,blue,5,3,11086.88,1523.79,40
709752183,0,48,M,3,ensino medio,solteiro,$60K - $80K,blue,4,2,11432.33,1374.92,37
716479233,0,43,M,4,ensino medio,casado,$40K - $60K,blue,5,3,13258.87,1080.19,21
713837058,0,48,M,2,graduacao,solteiro,menos que $40K,blue,3,2,2571.08,1234.81,24
718876683,0,43,F,4,mestrado,solteiro,menos que $40K,blue,5,2,5781.12,1600.6,32
770746908,0,44,M,4,na,casado,$60K - $80K,blue,5,1,7872.62,1155.16,32
794843883,0,41,M,3,ensino medio,casado,$80K - $120K,blue,6,1,34516.35,1353.8,33
803043933,0,44,F,3,sem educacao formal,divorciado,menos que $40K,silver,4,1,11127.32,1546.08,25
758076408,0,50,M,2,na,solteiro,$40K - $60K,blue,2,1,1857.99,1590.24,43
714606558,0,60,F,1,sem educacao formal,casado,menos que $40K,blue,5,1,1913.52,1448.98,22
778425408,0,44,M,4,mestrado,solteiro,$80K - $120K,blue,5,3,3839.33,1271.61,24
714171108,0,48,F,3,mestrado,divorciado,$40K - $60K,blue,6,2,2115.68,1223.72,20
719662458,0,44,F,2,mestrado,divorciado,menos que $40K,blue,5,2,1438.34,1117.13,29
713137233,0,41,M,2,ensino medio,solteiro,$80K - $120K,blue,4,3,27756.93,994.1,24
769425858,0,45,M,3,graduacao,solteiro,$60K - $80K,blue,4,1,1438.92,1468.3,26
711297483,0,47,F,2,sem educacao formal,divorciado,menos que $40K,silver,6,4,13878.33,1658.13,38
788900883,0,51,F,2,mestrado,casado,menos que $40K,blue,3,1,3106.63,1368.17,38
758348808,0,51,M,2,mestrado,casado,$120K +,blue,4,3,34516.68,1218.41,18
772336458,1,60,F,1,sem educacao formal,casado,$40K - $60K,blue,4,4,1438.57,702.15,12
708711483,0,57,M,2,na,casado,$80K - $120K,blue,2,3,18871.23,1516.99,21
717906783,0,41,M,5,mestrado,solteiro,$120K +,blue,5,2,5207.73,1310.79,26
719437908,0,44,M,3,doutorado,divorciado,$80K - $120K,blue,6,2,17965.69,1767.49,50
769433508,0,43,M,1,graduacao,solteiro,$60K - $80K,blue,6,3,2733.26,933.05,25
790096533,0,55,M,2,graduacao,casado,$60K - $80K,blue,4,3,8863.91,1512.98,27
720997383,1,52,M,1,sem educacao formal,casado,$80K - $120K,blue,2,3,1857.31,829.9,17
787541883,0,44,M,3,mestrado,na,$80K - $120K,blue,3,3,34516.4,1120.71,27
709930758,0,41,M,2,sem educacao formal,casado,$40K - $60K,blue,5,3,11107.94,1506.36,33
789830058,0,44,M,4,na,solteiro,$80K - $120K,blue,4,1,21573.76,1384.44,36
710299608,1,53,F,2,na,casado,menos que $40K,blue,2,3,2859.73,817.64,30
710741208,0,39,M,2,ensino medio,solteiro,$80K - $120K,blue,4,2,5269.71,2094.18,25
821797008,1,49,M,5,graduacao,casado,$40K - $60K,blue,2,2,1438.71,815.11,21
708874533,1,45,F,2,graduacao,casado,menos que $40K,blue,1,3,3387.36,510.16,24
715341858,0,54,M,2,mestrado,casado,$80K - $120K,blue,6,2,1982.76,1377.75,49
793636308,0,49,M,3,sem educacao formal,solteiro,$80K - $120K,blue,2,2,4645.64,1193.5,33
713779908,0,46,F,3,doutorado,solteiro,na,blue,6,3,2189.18,1287.55,36
712125258,1,46,M,4,ensino medio,casado,$120K +,blue,3,3,2442.35,701.37,19
709703433,0,47,M,3,mestrado,casado,$60K - $80K,blue,4,1,21304.91,1770.89,25
721022433,0,44,M,2,doutorado,solteiro,$60K - $80K,blue,5,1,7577.25,1409.86,35
710103558,0,50,M,3,doutorado,solteiro,$120K +,blue,4,1,3234.67,1354.89,28
715952883,0,73,M,0,ensino medio,casado,$40K - $60K,blue,5,3,4469.13,1765.87,34
719731458,0,56,M,3,na,na,$40K - $60K,blue,6,3,2910.9,1192.62,27
772390908,1,59,M,0,ensino medio,solteiro,$40K - $60K,blue,2,4,3616.78,687.81,17
787348608,0,70,M,0,ensino medio,casado,menos que $40K,blue,3,2,3252.0,1227.27,15
709485033,0,55,F,2,ensino medio,casado,menos que $40K,blue,4,3,2358.65,1737.67,26
715432608,0,43,M,4,na,solteiro,$60K - $80K,blue,4,1,22322.23,1348.37,34
799471833,0,45,M,1,sem educacao formal,solteiro,$120K +,blue,4,2,3133.64,1435.15,38
714187533,0,45,F,2,sem educacao formal,solteiro,$40K - $60K,blue,2,3,3540.83,1321.66,28
779656908,0,40,M,1,mestrado,casado,$40K - $60K,blue,6,3,6990.3,1479.15,29
788950158,0,36,M,2,graduacao,na,$80K - $120K,blue,2,2,34516.27,1283.15,39
778867533,1,59,F,0,doutorado,casado,$40K - $60K,blue,1,4,1438.04,689.19,23
710620383,0,43,M,4,na,casado,$60K - $80K,blue,6,3,24396.59,965.54,17
778661358,0,46,F,1,na,casado,menos que $40K,blue,2,3,2474.33,1541.84,40
789483333,0,41,M,2,sem educacao formal,casado,$40K - $60K,blue,5,1,5214.54,1258.13,23
809855808,0,51,F,2,mestrado,casado,menos que $40K,blue,5,2,5207.14,1339.25,20
718464258,0,51,F,3,na,na,menos que $40K,blue,2,2,9512.92,1007.35,22
708528483,0,43,F,4,mestrado,divorciado,na,blue,6,3,3187.02,1387.1,33
771809733,1,64,F,0,ensino medio,casado,$40K - $60K,blue,1,3,3353.71,960.89,18
719942883,0,54,M,5,mestrado,casado,$60K - $80K,blue,3,3,2290.0,1119.88,18
807226683,0,48,M,3,na,solteiro,$40K - $60K,blue,6,1,5279.39,1642.1,41
717806133,0,40,M,2,sem educacao formal,divorciado,$60K - $80K,blue,5,3,23603.57,1382.43,31
720615708,0,57,M,0,sem educacao formal,casado,$40K - $60K,blue,6,2,2601.63,1232.15,32
714511758,0,45,M,4,mestrado,solteiro,$80K - $120K,blue,4,3,6363.6,1542.87,16
715050408,0,41,M,3,ensino medio,solteiro,$80K - $120K,blue,4,3,8029.36,1094.01,32
721132233,0,42,F,4,sem educacao formal,casado,menos que $40K,blue,2,2,2410.63,1217.56,30
719211558,1,45,M,2,mestrado,solteiro,$60K - $80K,blue,1,1,3401.34,744.28,18
712069008,0,42,F,4,sem educacao formal,casado,menos que $40K,blue,4,2,2260.02,1614.08,33
715996983,0,47,M,4,sem educacao formal,divorciado,$80K - $120K,blue,5,2,17682.03,1747.49,31
773466258,0,48,F,4,ensino medio,casado,$40K - $60K,blue,3,1,4206.65,1144.35,22
798983508,0,43,M,1,mestrado,solteiro,$80K - $120K,silver,4,3,34516.15,1575.13,34
719117433,0,41,M,4,ensino medio,na,$80K - $120K,blue,4,3,23018.42,1463.12,24
716451183,0,54,F,1,sem educacao formal,casado,$40K - $60K,blue,5,2,5556.64,1706.57,21
718621608,1,54,F,2,ensino medio,casado,na,blue,3,3,6094.27,909.43,14
715085733,0,61,M,0,mestrado,casado,$40K - $60K,blue,3,1,2939.87,2434.79,33
788977833,0,61,M,0,sem educacao formal,casado,$80K - $120K,blue,2,1,5362.12,1876.13,41
720272958,1,48,M,2,ensino medio,casado,$120K +,blue,3,3,27126.02,1000.75,25
708421833,0,45,F,4,mestrado,solteiro,menos que $40K,blue,6,3,3342.44,1139.19,30
709173108,1,54,F,4,mestrado,casado,na,blue,6,2,2532.68,799.6,21
709879458,0,54,F,3,doutorado,casado,na,blue,2,2,1900.47,1881.8,45
715120608,0,44,M,3,mestrado,solteiro,$60K - $80K,blue,2,3,14546.36,1273.1,27
770632758,0,50,F,4,doutorado,solteiro,na,blue,2,3,2521.96,1328.55,33
779078733,0,55,M,2,doutorado,casado,$60K - $80K,blue,3,4,16427.37,1579.45,36
771742533,0,48,M,2,mestrado,na,$40K - $60K,blue,5,1,13068.7,937.65,28
720250158,0,45,M,2,graduacao,solteiro,$60K - $80K,blue,6,3,23218.54,1749.28,37
716458983,0,60,M,0,ensino medio,casado,$40K - $60K,blue,5,1,3281.26,1424.52,29
713747733,0,55,M,2,ensino medio,casado,$40K - $60K,blue,5,3,3096.03,2011.99,41
712270158,0,62,F,0,ensino medio,casado,$40K - $60K,blue,5,2,2052.34,1208.58,31
789562383,0,38,F,1,ensino medio,na,menos que $40K,blue,2,3,1438.91,1259.96,24
